conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6444575a-b656-4de3-abd3-e89118b36b34,die Nutzung von Landflächen überwachen,released,skill/competence,occupation-specific,,"Beaufsichtigen der Nutzung von Landflächen, wie Campingplätze oder Sehenswürdigkeiten. Überwachen der Verwaltung natürlicher Flächen unterschiedlicher Art.
	",http://data.europa.eu/esco/skill/8b46636e-e201-4086-a8d5-049b65eaf40e | http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,zum Thema Landnutzung beraten | Bewerten von Grundstücken oder Immobilien
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6561f116-70de-47d8-80b8-f0e2a1d2cf11,Durchführbarkeitsstudie zur Solarheizung ausführen,released,skill/competence,sector-specific,eine Machbarkeitsstudie zu Solarwärmesystemen durchführen | Ausführung einer Durchführbarkeitsstudie über Solarheizungssysteme,"Durchführung der Bewertung und Beurteilung des Potenzials von Solarheizsystemen. Durchführung einer standardisierten Studie zur Schätzung der Wärmeverluste des Gebäudes und des Heizungsbedarfs, des Warmwasserbedarfs für den häuslichen Gebrauch, des erforderlichen Speichervolumens und der möglichen Speichertypen sowie Durchführung von Untersuchungen zur Unterstützung des Entscheidungsprozesses.
	",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,Machbarkeitsstudie durchführen | Analyse von Geschäftstätigkeiten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/66db424f-2abe-420d-8e5b-186607266b61,gesellschaftliche Verantwortung von Unternehmen,released,knowledge,sector-specific,,"Die Handhabung oder Verwaltung von Geschäftsprozessen in verantwortlicher und ethischer Weise, wobei die wirtschaftliche Verantwortung gegenüber den Anteilinhabern ebenso wichtig ist wie die Verantwortung gegenüber ökologischen und sozialen Interessengruppen.",http://data.europa.eu/esco/isced-f/0413,Management und Verwaltung
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/66dbdb89-74ca-45b7-b8af-2479fc0e22c0,für Tierschutz sorgen,released,skill/competence,sector-specific,,"Planen, Überwachen und Bewerten der Anwendung der fünf allgemein anerkannten Tierschutzerfordernisse in Bezug auf Arten, Situation und eigene Beschäftigung.",http://data.europa.eu/esco/skill/936bac96-56cf-4a5a-a693-3cf69715c06e | http://data.europa.eu/esco/skill/d2d9051a-10e1-41c5-9cfb-bbdc58016176 | http://data.europa.eu/esco/skill/edcfd6ef-1a42-4e0a-97e2-2a2d61cac181,alle Aspekte zum Tiermanagement beaufsichtigen | Sicherheitsvorkehrungen am Arbeitsplatz befolgen | Hegen und Züchten von Tieren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/670ebf56-761c-4d3d-865a-db14085b77f7,Verfahren und Vorschriften für die Umweltkennzeichnung anwenden,released,skill/competence,sector-specific,,"Identifizierung, Auswahl und Anwendung von Verfahren und Vorschriften zur Überprüfung der Einhaltung spezifischer Anforderungen des EU-Umweltzeichens.
   ",http://data.europa.eu/esco/skill/54f7432d-a8b6-4ed4-a50e-9ec882320595 | http://data.europa.eu/esco/skill/6fcf2fc7-7b74-42e5-845f-f5854fd44f37,"Überwachung, Inspektion und Prüfung | korrekte Warenauszeichnung sicherstellen"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6742977a-aa00-4c8c-9861-898b0373907e,Beratung über nachhaltige Managementmaßnahmen leisten,released,skill/competence,cross-sector,,"Beitragen zur Planung und Entwicklung politischer Strategien im Hinblick auf ein nachhaltiges Management, einschließlich Beiträgen zu Umweltverträglichkeitsprüfungen.
	",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b,Beratung zu Umweltthemen | Maßnahmen zur Verringerung der negativen Auswirkungen des Konsums ergreifen | für Nachhaltigkeit werben
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6825a7dd-c2da-40fa-b745-508ff20ee293,Erhaltung natürlicher Lebensräume,released,knowledge,sector-specific,Erhaltung von Naturgebieten | Naturraumwartung,"Methoden zur Erhaltung der (natürlichen und vom Menschen geschaffenen) Vorzüge von Naturgebieten, einschließlich Programmentwicklung und -durchführung.",http://data.europa.eu/esco/isced-f/0522,Natürliche Umgebungen und Wildtiere
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6853886b-ebc5-4b91-98af-9a4ecca803bd,Arten von Windkraftanlagen,released,knowledge,cross-sector,Bauformen von Windkraftanlagen | Arten von Windturbinen,"Die beiden Hauptarten von Windkraftanlagen, d. h. Windkraftanlagen, die entlang einer horizontalen oder einer vertikalen Achse rotieren, und deren Unterarten. Die Eigenschaften und Verwendungsgebieter jeder Art.",http://data.europa.eu/esco/isced-f/0713,Elektrizität und Energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/691c7db6-bad8-4a09-a3c4-4bf799375a35,nachhaltige Grundsätze der landwirtschaftlichen Produktion,released,knowledge,sector-specific,,"Grundsätze und Bedingungen für die biologische und nachhaltige landwirtschaftliche Produktion.
	",http://data.europa.eu/esco/isced-f/0811,Pflanzen- und Tierproduktion
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6937f761-607c-4f9f-ab56-549e875a5deb,gefährliche Flüssigkeiten abpumpen,released,skill/competence,sector-specific,gefährliche Flüssigkeiten entsorgen,"Abpumpen von Stoffen, die Gesundheits- und Sicherheitsrisiken bergen, von Vorrichtungen, Geräten oder Anlagen, um die Flüssigkeiten gemäß den Sicherheitsrichtlinien zu lagern und sie vorschriftsmäßig zu beseitigen oder zu behandeln.",http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e,Umgang mit und Entsorgung von Gefahrstoffen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6962058d-9808-4820-a6bc-d7cabce60cde,nachhaltigen Beschaffung umsetzen,released,skill/competence,sector-specific,umweltfreundliche öffentliche Vergabe | sozial verantwortliches öffentliches Beschaffungswesen,"Einbeziehung strategischer politischer Ziele in die Beschaffungsverfahren, z. B. umweltorientierte öffentliche Beschaffung (GPP) und sozial verantwortliche öffentliche Beschaffung (SRPP). Beitrag zur Verringerung der Umweltauswirkungen der Beschaffung, zur Erreichung sozialer Ziele und zur Verbesserung des Preis-Leistungs-Verhältnisses für die Organisation und die Gesellschaft insgesamt.
	",http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b | http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"für Nachhaltigkeit werben | Werbung für Waren, Dienstleistungen oder Programme"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6af000e5-a451-4f78-9feb-723971f2ad05,Wasseraufbereitungsmethoden entwickeln,released,skill/competence,cross-sector,,"Ausarbeiten von Strategien zur Entwicklung und Nutzung von Wasseraufbereitungsanlagen und -plänen durch Unterstützung bei der Anlagenkonzeption, der Planung von Aufbereitungsmethoden und der Ermittlung der erforderlichen Maßnahmen und potenziellen Risiken.",http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2 | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800,"Entwurf von industriellen Materialien, Systemen oder Produkten | Problemlösungsstrategien entwickeln"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b41fcd8-85eb-4b27-b409-05ffcc663a3d,Meeresverschmutzung vermeiden,released,skill/competence,sector-specific,,Organisation und Überwachung des Umweltschutzes durch Anwendung der Vorschriften zur Vermeidung von Meeresverschmutzung.,http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,Einhaltung von Umweltschutzgesetzen und -normen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b5d032a-b85a-44ea-9dad-5201048d2dd2,Flutsanierungskonzepte entwickeln,released,skill/competence,cross-sector,Flutsanierungsstrategien ausarbeiten,"Entwickeln von Plänen und Ausrüstung für die Verhütung von und effiziente Hilfe bei Überschwemmungen durch Bewertung der Risiken, Ermittlung von Verbesserungen in Bezug auf bestehende Strategien und Entwicklung neuer Flutsanierungskonzepte.",http://data.europa.eu/esco/skill/164510d1-1216-4dc0-b9d1-a7f6af19e469 | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800,Entwicklung von Notfall- und Notfallmaßnahmenplänen | Problemlösungsstrategien entwickeln
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c1143b7-1a4c-49ba-849a-ae328673e566,Bodenstruktur,released,knowledge,sector-specific,Bodengründigkeit,Vielfalt der Bodenbestandteile und Bodenarten in Bezug auf das Pflanzenwachstum.,http://data.europa.eu/esco/isced-f/0811,Pflanzen- und Tierproduktion
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c2182f9-9068-42e8-8855-31252d62fbb0,Ökotourismus,released,knowledge,sector-specific,,"Die Praxis des nachhaltigen Reisens in Naturgebiete, in denen die lokale Umwelt erhalten und unterstützt wird und das ökologische und kulturelle Verständnis gefördert wird. In der Regel geht es dabei um die Beobachtung von Wildtieren in ihren natürlichen Lebensräumen in exotischen Umgebungen.
   ",http://data.europa.eu/esco/isced-f/0521,Umweltwissenschaften
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c6daac0-80f5-431f-a33f-c5b722094657,Energiespeichersysteme,released,knowledge,cross-sector,,"Systeme, die die zu einem bestimmten Zeitpunkt erzeugte Energie speichern, mit dem Ziel sie zu einem späteren Zeitpunkt zu nutzen. Dazu gehören die Unterschiede zwischen den wichtigsten Batterietypen, Superkondensatoren und Wasserstoff- oder Kraftstofftanks.
	",http://data.europa.eu/esco/isced-f/0713,Elektrizität und Energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d355a4e-d9b6-4a24-a79b-30176e15589e,Filtrationsverfahren bei Getränken,released,knowledge,sector-specific,Filtrationsprozesse bei Getränken,"Sichere und wirtschaftliche Methode zur Entfernung von Verunreinigungen aus Lebensmitteln und zur Verlängerung ihrer Haltbarkeit. Bedeutung der Kontaminationskontrolle und der Art und Weise, wie sie zu höherwertigen Produkten, zu einer erheblichen Verringerung des Abfallaufkommens und zu einer minimalen Verderblichkeit der Erzeugnisse beiträgt.",http://data.europa.eu/esco/skill/f3c3e51d-f4dc-49a8-8725-2a2d3160446e | http://data.europa.eu/esco/isced-f/0721 | http://data.europa.eu/esco/skill/dc57f705-75b6-4232-b531-1f020afa0364 | http://data.europa.eu/esco/skill/c2fb860d-7866-4909-9eaf-0a2af58b24a3,Verfahren in der Lebensmittel- und Getränkeherstellung | Lebensmittelverarbeitung | Lebensmittel- und Getränkeindustrie | Getränkeherstellung
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d53015b-6867-408f-8f3a-4eb9d5dae101,Nahrungsniveau in der Pflanzenerde aufrechterhalten,released,skill/competence,sector-specific,,Steuern und Fördern des allgemeinen Nahrungsniveaus in der Pflanzenerde. Anwenden nachhaltiger Gartenpflegetechniken und Ergreifen von Maßnahmen zur integrierten Schädlingsbekämpfung in Gärten im Außen- und Innenbereich.,http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,Bewirtschaften von Land und Anbau von Nutzpflanzen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e19c179-3b5f-4c43-b6f5-16ce05b5e548,Ozeanografie,released,knowledge,cross-sector,Meereskunde | Ozeanographie,"Wissenschaftliche Disziplin, die ozeanische Phänomene wie Meeresorganismen, Plattentektonik und die Geologie des Meeresbodenbodens untersucht.",http://data.europa.eu/esco/skill/944e06e8-7b12-4064-9e72-d80cd6d0cbba | http://data.europa.eu/esco/isced-f/0532,Geowissenschaft | Geowissenschaften
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6e84c2b5-935a-4958-a410-da42efaf7c27,Schädlingsbekämpfungstechniken,released,knowledge,occupation-specific,,"Techniken und Maßnahmen, die dazu dienen, unerwünschte Schädlinge in Häusern, Gebäuden und deren Umfeld zu verhindern, indem der Zugang unmöglich gemacht wird oder andere Techniken wie z. B. Holzschutz und Vogelabwehrvorrichtungen eingesetzt werden.",http://data.europa.eu/esco/isced-f/0811,Pflanzen- und Tierproduktion
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6f30181d-65b5-4527-b36e-a686d47fed84,Fahrradverleihsysteme,released,knowledge,cross-sector,Öffentliche Fahrradverleihsysteme | Bike Sharing,"Die verschiedenen öffentlichen und privaten Dienste, die Privatpersonen Fahrräder zur kurzfristigen Nutzung gegen Zahlung eines Preises oder einer Gebühr anbieten.
	",http://data.europa.eu/esco/isced-f/1041,Dienstleistungen im Bereich Verkehr
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6f5850ea-5785-4e2c-b062-743066fd5bdb,Umweltrecht,released,knowledge,cross-sector,,Umweltpolitische Maßnahmen und Vorschritten in einem bestimmten Bereich.,http://data.europa.eu/esco/isced-f/0421,Rechtswissenschaft
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6f900dcb-c7ff-4d97-8015-9c45b99f7097,medizinischen Abfall entsorgen,released,skill/competence,cross-sector,,"Anwenden des geeigneten Verfahrens zur sicheren Entsorgung aller Arten von medizinischen Abfällen, wie infektiösen, giftigen und radioaktiven Abfällen.",http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f | http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e,Abfall bewirtschaften | Umgang mit und Entsorgung von Gefahrstoffen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6fcf2fc7-7b74-42e5-845f-f5854fd44f37,korrekte Warenauszeichnung sicherstellen,released,skill/competence,sector-specific,korrekte Warenkennzeichnung sicherstellen,"Sicherstellen, dass Waren mit allen erforderlichen (rechtlichen, technischen, Gefahrstoff- und sonstigen) Angaben zum Produkt ausgezeichnet sind. Sicherstellen, dass die Etiketten den rechtlichen Anforderungen und Vorschriften entsprechen.",http://data.europa.eu/esco/skill/54f7432d-a8b6-4ed4-a50e-9ec882320595 | http://data.europa.eu/esco/skill/0ecb719a-15b4-45c9-86b3-34153fd102ed,"Überwachung, Inspektion und Prüfung | Schallplatten-Etikett anbringen"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/705f5906-9b08-4562-9544-46f6ab944a7e,Forstschutz,released,knowledge,cross-sector,Waldschutz | Walderhaltung | Forsterhaltung,"Pflanzen und Pflegen von Waldgebieten zur Erhaltung und zum Schutz des Waldes und der Umwelt.
	",http://data.europa.eu/esco/skill/8034a1ea-5ee0-4a84-8fd3-16411c8d86fb | http://data.europa.eu/esco/isced-f/0821,Agrarforstsysteme | Forstwissenschaft
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/709ba9cf-ad8c-41d8-b09f-3de1ca0692ee,Ernährungspolitik entwickeln,released,skill/competence,sector-specific,ernährungspolitische Leitlinien entwickeln,"Mitwirkung an der Entscheidungsfindung im Bereich der Produktions- und Verarbeitungstechniken, der Vermarktung, der Verfügbarkeit, der Verwendung und des Verbrauchs von Lebensmitteln im Interesse der Erreichung oder Förderung sozialer Ziele, um das Funktionieren des Lebensmittel- und Landwirtschaftssystems zu beeinflussen. Die Entscheidungsträger in der Lebensmittelbranche übernehmen Tätigkeiten wie die Regulierung lebensmittelbezogener Industriezweige, die Festlegung von Standards für die Förderfähigkeit von Ernährungshilfeprogrammen für arme Menschen, die Gewährleistung der Sicherheit der Lebensmittelversorgung, die Lebensmittelkennzeichnung und sogar die Qualifikation eines Erzeugnisses als biologisches Erzeugnis. ",http://data.europa.eu/esco/skill/3d1b1cfe-a182-480a-b4dd-f482c6b4e6a4 | http://data.europa.eu/esco/skill/492214f5-5bfd-4f2a-9a48-c36240ce100d | http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba,Produktstrategien entwickeln | bei der Lebensvermittelverarbeitung den Umweltschutz befolgen | Entwicklung von Strategien und Rechtsvorschriften
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7109d172-c370-47fe-ac81-8fe93550a9e3,Wirkungsorientiertes Investieren,released,knowledge,sector-specific,,"Anlagestrategie, die darauf abzielt, in Organisationen oder Initiativen mit sozialer oder ökologischer Ausrichtung zu investieren, was nicht nur zu finanziellen Gewinnen, sondern auch zu einer positiven Wirkung in der Gesellschaft führt.
   ",http://data.europa.eu/esco/isced-f/0412,"Finanzwirtschaft, Banken- und Versicherungswesen"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/722058b4-2b90-453c-8ba1-88f74e8fb645,alternative Fahrzeuge vergleichen,released,skill/competence,sector-specific,Bewertung der Emissionen von Fahrzeugen | die Leistung der Fahrzeuge bewerten | Fahrzeugleistung vergleichen,"Vergleichen der Leistung alternativer Fahrzeuge anhand von Faktoren wie dem Energieverbrauch und der Energiedichte pro Volumen und pro Masse der verschiedenen verwendeten Kraftstoffe.
	",http://data.europa.eu/esco/skill/f7fc7bf8-f41d-44af-81e3-09b88e9779e6,Testen von elektrischen und mechanischen Systemen oder Ausrüstungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/72627d40-488a-4ef5-9c72-3c048361102c,defekte Geräte zerlegen,released,skill/competence,sector-specific,,"Zerlegen von Ausrüstung und Geräten, die defekt sind und nicht repariert werden können, damit ihre Einzelteile sortiert, wiederverwertet und entsprechend den Abfallvorschriften und dem Recyclingrecht entsorgt werden können.",http://data.europa.eu/esco/skill/0b8d15c9-7b4f-4163-b863-fe5b756d3e7f,Reparatur und Installation von maschinellen Einrichtungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/72886bc5-eeb0-42d5-9b01-f83b4cf138b4,Wasserverbrauch,released,knowledge,occupation-specific,Wasserkonsum,"Die Faktoren, die für die Berechnung und Schätzung des Wasserverbrauchs in einer Wohnung oder einer Einrichtung relevant sind, sowie die Methoden, mit denen der Wasserverbrauch gesenkt oder effizienter gemacht werden kann.",http://data.europa.eu/esco/isced-f/1021,Kommunale Hygiene
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/73576419-31c2-4e45-8e30-ab1afec3db4e,nachhaltige Materialien und Komponenten verwenden,released,skill/competence,cross-sector,,"Identifizierung und Auswahl umweltfreundlicher Materialien und Komponenten. Entscheidungen über den Ersatz bestimmter Materialien durch umweltfreundliche Materialien treffen, wobei die Funktionalität und andere Merkmale des Produkts erhalten bleiben.
	",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,Einhaltung von Umweltschutzgesetzen und -normen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/73997f48-cd9d-4724-872d-86ecbb2ed9a2,Pflanzenarten,released,knowledge,sector-specific,,"Die Vielfalt der Pflanzen, Bäume und Sträucher und ihre besonderen Merkmale. ",http://data.europa.eu/esco/isced-f/0511,Biologie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,Abfall bewirtschaften,released,skill/competence,cross-sector,,"Verwalten oder Entsorgen erheblicher Mengen an Abfallstoffen und/oder gefährlichen Stoffen in Übereinstimmung mit den geltenden Rechtsvorschriften, wobei die Verantwortung für die Umwelt und die unternehmerische Verantwortung zu beachten sind. Dafür sorgen, dass die erforderlichen Lizenzen und Genehmigungen vorhanden sind und angemessene Managementpraktiken, Branchenstandards oder allgemein anerkannte Bewirtschaftungsstrategien befolgt werden.
	",http://data.europa.eu/esco/skill/f8c676de-c871-424f-9a65-77059d07910a | http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4,Bewirtschaftung von Abfällen und gefährlichen Stoffen | Maßnahmen zur Verringerung der negativen Auswirkungen des Konsums ergreifen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/73cc1ce2-4ada-4ae1-9f8e-d7efadcd52f6,ein elektrisches Heizsystem planen,released,skill/competence,sector-specific,elektrisches Heizsystem entwerfen,"Planung der Details eines elektrischen Heizsystems. Berechnen der benötigten Leistung für die Raumheizung unter den gegebenen Bedingungen und unter Berücksichtigung der verfügbaren elektrischen Energieversorgung.
	",http://data.europa.eu/esco/skill/883eab8c-d8a6-4e8b-9b11-7d9001e172ab,Entwurf von Systemen und Produkten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7493634f-30ea-4f2f-8fd4-c78b4a309bf7,Süßwasserökosysteme,released,knowledge,sector-specific,,"Arten und natürliche Eigenschaften von Süßwasserökosystemen wie Seen, Teiche, Flüsse, Feuchtgebiete, Bäche usw.
	",http://data.europa.eu/esco/isced-f/0831,Fischereiwirtschaft
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/75f312e1-622b-4751-8d93-815b32feaf8d,Verhütung von Umweltverschmutzung,released,knowledge,cross-sector,Prävention von Umweltverschmutzung,"Verfahren zur Verhütung von Umweltverschmutzung: Umweltschutzvorkehrungen, Maßnahmen zur Bekämpfung von Umweltverschmutzung und die damit verbundene Ausrüstung sowie mögliche Umweltschutzmaßnahmen.",http://data.europa.eu/esco/isced-f/0712,Umweltschutztechnologie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7608e884-6f73-4205-a02a-ea7062a2337e,Entsorgung radioaktiver Stoffe überwachen,released,skill/competence,cross-sector,,Sicherstellen der korrekten Handhabung und Entsorgung radioaktiver Stoffe für medizinische Zwecke entsprechend den festgelegten Verfahren.,http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e,Umgang mit und Entsorgung von Gefahrstoffen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/761de590-ca64-423f-a5a7-8639abd8c615,Technologien zur Energieerzeugung in kleinstem Maßstab,released,knowledge,sector-specific,,"Technologien, die es ermöglichen, in kleinstem Maßstab kohlenstoffarme Quellen wie Sonne, Wind oder Wasserströmung zu nutzen, um Wärme oder Strom zu erzeugen. Technologien zur Energieerzeugung in kleinstem Maßstab finden sich nicht in großen Kraftwerken, wodurch ihre Effizienz gesteigert und die Vertriebskosten vermieden werden.
	",http://data.europa.eu/esco/isced-f/0713,Elektrizität und Energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/761e1acc-d38b-4524-9890-6a119fb7e98c,lokalen Tourismus unterstützen,released,skill/competence,sector-specific,,"Förderung lokaler Produkte und Dienstleistungen bei Besuchern und Förderung der Inanspruchnahme lokaler Tourismusanbieter von einem Reiseziel.
	",http://data.europa.eu/esco/skill/f9db77be-eb63-4937-a0d0-b581733e7d2a,Unterstützung bei der Lösung von Problemen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/76f552ef-bb2d-4f66-83a8-ad205086967e,Menschen über die Natur informieren,released,skill/competence,sector-specific,,"Bereitstellen von Informationen, Konzepten, Theorien und/oder Tätigkeiten usw. in Bezug auf Natur und Naturschutz für verschiedene Zielgruppen. Verfassen schriftlicher Informationen. Präsentieren dieser Informationen in verschiedenen Formaten, wie Schilder, Informationsblätter, Poster, Website-Text usw.",http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/e2bdf081-333a-414f-b8ac-93c76290f167,andere unterweisen | Coaching und Mentoring
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/77390acd-7cf6-4cb2-895a-16bc6b6d2058,natürliche Pflanzen- und Tierwelt,released,knowledge,sector-specific,Wildpflanzen und -tiere,"Nicht domestizierte Tierarten sowie alle Pflanzen, Pilze und andere Organismen, die in einem Gebiet auf natürliche Weise wachsen oder leben, ohne von Menschen eingeführt zu werden. Die natürliche Pflanzen- und Tierwelt ist in allen Ökosystemen zu finden, z. B. in Wüsten, Wäldern, Regenwäldern, im Flachland, im Grünland und in anderen Gebieten, einschließlich stark bebauter städtischer Gebiete, die jeweils eine eigene natürliche Pflanzen- und Tierwelt aufweisen.
	",http://data.europa.eu/esco/isced-f/0522,Natürliche Umgebungen und Wildtiere
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/77f109c4-3107-4d2a-a512-5160ac103933,Umweltdaten analysieren,released,skill/competence,sector-specific,,"Analysieren von Daten, die Wechselwirkungen zwischen menschlichen Tätigkeiten und Umweltauswirkungen interpretieren.",http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/1b70a55d-b8a4-49fc-96c6-15ab4cff2522 | http://data.europa.eu/esco/skill/a571ae14-3e16-4fd3-a615-5646e0b0b696 | http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d | http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e | http://data.europa.eu/esco/skill/1e77e42a-181f-4b48-8e74-201ce50ffc29 | http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650 | http://data.europa.eu/esco/skill/81a2db2c-7e55-44d0-9cd9-74c25147d7cd | http://data.europa.eu/esco/skill/36ff57b0-637d-4a83-a0e8-d14f86f9f078,"qualitative Informationen verarbeiten | Datenverarbeitungstechniken benutzen | Daten untersuchen | Analyse wissenschaftlicher und medizinischer Daten | quantitative Daten verwalten | aktuelle Daten interpretieren | Daten, Informationen und digitale Inhalte bewerten | Testdaten auswerten | wissenschaftliche Daten analysieren"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7808ccb8-9797-4864-80e3-37119ca32b30,Kompostierung überwachen,released,skill/competence,occupation-specific,,Mischen der biologisch abbaubaren Stoffe zu angemessenen Anteilen und Überwachen des Abbaus organischer Abfälle.,http://data.europa.eu/esco/skill/bf4822d3-1f66-499d-afc9-151a9ba33e58,Zubereiten von Gemischen oder Lösungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7832b684-580c-4eaf-a8b3-322164b041ab,Information über Solarpaneele zur Verfügung stellen,released,skill/competence,cross-sector,Information über Solarmodule bereitstellen,"Beraten von Organisationen und Einzelpersonen, die nach alternativen Methoden der Energieversorgung von Gebäuden und Wohnungen suchen, in Bezug auf Kosten, Vorteile und Nachteile der Installation und Nutzung von Solarpaneelen sowie in Bezug auf zu berücksichtigende Aspekte beim Erwerb und der Installation von Solaranlagen.",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/732cb4dd-af91-4c88-9a9f-5fc62144e500 | http://data.europa.eu/esco/skill/d54970ba-d9f2-41ec-a852-bbd1e5796823,Andere beraten | Informationen übermitteln | Bereitstellung von Informationen für die Öffentlichkeit und Kunden
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/79a5bc25-5b59-47bc-a4c2-fb8e8cb1ddf6,Intelligente Netzsysteme,released,knowledge,sector-specific,,"Intelligente Netze sind ein digitales Stromnetz. Das System umfasst die elektronische, digitale Steuerung der Erzeugung, Verteilung und Nutzung von Strom, das Informationsmanagement der Komponenten und die Energieeinsparung.
	",http://data.europa.eu/esco/isced-f/0713,Elektrizität und Energie
